review,score
Spicy good,5.0
"I'm a fan of Beef Jerky but I couldn't finish the bag. Super salty and dry, it's inedible.",1.0
So salty it's hard to finish eating.,2.0
Very pricey and it tasted awful.,3.0
As described. We use the PowerPop popper all the time.,5.0
"The shipment arrived as expected, perfect! The product they are for, the popcorn popping bowl, is a big YES!! This thing is as easy as the bags and makes much better popcorn! I highly recommend these popcorn popping bowls that these concentrators go to!!",5.0
Great product for healthy popcorn,5.0
The Presto popper is a good product.  Using these power concentrator cups to ensure maximum corn is popped is great.  Thank you!,5.0
You need these cups for the bowl to work properly. Ordering from Amazon is much easier to locate and offered at a fair price!,4.0
Orville popper needs this to work.,5.0
"Liner for popcorn maker, great value",5.0
Can be used multiple times,5.0
"The people that complain you only get 1 or 2 uses out of them are doing it WRONG. sprinkle kernels so the concentrator is fully covered no more and MY microwave is 2 minutes 30 seconds to pop everything every time no missed kernels no blackened kernels .. EVERY time. your microwave you will have to find your sweet spot add or remove corn kernels to dial in the time needed. If you plan on doing to batches back to back the concentrator is HOT if you do back to back it will blow a hole because these are not as high quality as the ones from 15 plus years ago however if you remove the ""hot"" one set it aside install another one and use it you will get 5 plus out of each one easy what kills them is multiple times when still hot.  the concentrator comes in and out zero effort less then 1 second delay. if you are to lazy to swap it out then go for it just remember when you blow a hole in the one you were to lazy to swap out you will now have to do it ruining a batch of popcorn as well as 3 minutes of your time . so go ahead just leave the hot one in I warned you. you cant fix stupid after all",5.0
I needed refills for my presto power pop and now I am set!,5.0
How this is even allowed to be in a Keto search is a joke.  For non Keto they are okay but not even close for what they claim in the search,1.0
"Great texture,and no overwhelming taste of cauliflower, at all.Worked great with everything I used it for.",5.0
Ingredient label entirely too long with things I have never heard of.  Two of the worst oils included.,3.0
"I was in search of a gluten free tortilla so I went on Amazon and searched ""Gluten Free Tortillas"" and this was the first thing that came up. I should have looked closer to realized it says Cauliflower and Flour. This is partially my fault. So if you are looking for a little healthier option for tortillas these have great flavor but know they aren't gluten free.",3.0
"NOT ENTIRELY GLUTEN FREE:I hate how gluten free tortillas always crumble when I use them for burritos or wraps, and these don’t do that!! The flavor was incredible, they were nice and bendy. I literally made them into burritos and folded them and everything and they didn’t crack. This is my new favorite brand of tortillas. I don’t think I’ll ever willingly use another brand again. Thank you for making a quality gluten free product that is also affordable.",5.0
This taste really good surprisingly 😀😀,5.0
Soooo good…,5.0
"Ortega is the best. These made with cauliflower are soooo tasty good. Thank Ortega. I do wish I could find these in more brick and mortar shops. Whenever and wherever possible we are always keeping our eyes out for these, we try to never leave a store without at least one Ortega item.",5.0
This was a horrible product! I couldn't even try to eat this tortilla because the smell was terrible I threw them outside for the raccoons the animals didn't touch them I threw them awayDo not waste your money on this product,1.0
Great product at a reasonable price with speedy delivery.,5.0
Perfect snack for me,5.0
These are very tasty and high in protein,5.0
Great taste just started eating them,5.0
"Also, kudos to Amazon for selling these in bulk, so the price is slightly lower. I was originally buying these online, because the space-wasting big-box stores never stock enough....of anything, so frequent trips were needed. Now, I can purchase once per few months via Amazon. Also, the bars arrived fresh, which I wasn't expecting for this price. Remember, this isn't a cheap Mal-Mart or otherwise ""mainstream"" brand; these bars are premium with no additives or other undesirable ingredients. Will buy again when I deplete this stock.",5.0
"Great healthy snack or meal. I’ve enjoyed these for the flavor and texture. It ranges between a crispy granola bar and chewy protein bar. If you’re on the run, these could tide you over as a meal if needed. Good to have a couple at work if you need some energy between meals also.",5.0
"Basically candy masquerading as a nutty granola bar, but omg is it tasty (and definitely more healthy than true candy :).",5.0
I bought it for my husband who needs to get more protein in his diet.,4.0
"These are amazing. Top quality and flavor, I am however concerned every time I bite into one of these that I'm going to break a tooth, they are pretty solid when biting into them.",4.0
These energy bars taste great & have really good ingredients too!God bless! 😊,5.0
Product claims to have low glycemic index. It has 8 gr sugar This data was not displayed in product details. Otherwise I would have not purchased it. Amazon policy does not allow return,1.0
Had a great time with the kids.  Great way to sugar them up and leave you with a huge mess to clean up by yourself.  Kids loved the taste.  They don't last long even though they provide baggies for the extra candy.  Fun for a night in.  Might be easier with older kids that can help more.,5.0
Tastes terrible but my 4yo had fun doing it.,2.0
Bought this for the nostalgiaNever had one as a childFun nd easyI like the pamphlet it came with very informative well written and keeps the attentionCitric acid sour as it should beMade a nice amount of candyCandy taste -ehn.. the citric acid made it betterFOLLOW DIRECTIONS TO THE TEE TO AVOID gunky candyAnd will melt if stored incorrectlyWould buy again for nieces and nephews,5.0
perfect me and my son loved doing this,5.0
These didn’t turn out edible. Waste of time and money,3.0
My new 12 year old nephew really enjoyed this. He loves gummies and rather than straight up give him candy I chose this as a gift. He loved making these creepy crawlers!,5.0
These gummies were easy to make and it comes with everything you need. They taste good and peel out of the mold easily.,5.0
"My oldest daughter wanted to make some gummy spiders to scare her dad. The instrunctions are super confusing and dont give measurements for just one packet, so i thought i need the full 1/2 cup for one packet - i only needed 1/4. So it never set up completely. It also tasted REALLY bad. So i tried using store bought jello with instructing for using molds, and they weren't awful but super hard to get out, even with a butter knife and dipping the bottom in warm water. So i the the mold away and bought a silicone spider mold.",2.0
"Was cheap, kids liked trying to make this but the powders aren't measured out so nothing came out right. Kids liked putting the stickers on everything but overall we couldn't get the product to work.",2.0
"Didn’t taste good, was too tough to eat, not enough ingredients to try again to experiment & get it right",1.0
Crackers were fresh and great price,5.0
Order came with a ton of crackers . Luckily my kids eat everything.  I love the chive but my kids love the cheese and peanut butter.  Perfect snacks and great price .,5.0
Pretty tasteless.,1.0
"Each flavor is good, would buy again.",5.0
Only got one box. False advertisementThen the crackers  came crushed.,1.0
Wrong description item count,1.0
"Only came with 1 pack, not 14 like the title states.",1.0
"The title said pack of 14, but this was just one box. The product itself tastes decent. I like that you get a variety so you can try different tastes. The filling inside tastes better than generic brands I usually buy at local grocery stores.",3.0
Item description is inaccurate,1.0
"These say pack of 14 and when I received the package,  it was only 1 pack of 8!",1.0
For the price.  My grandkids ate it,4.0
I buy this all the time to have on hand for a flavorful snack. Always fresh. Last a long time  in a sealed container.,5.0
Grace. Private thing read shipping. Thank you.,5.0
"Great to have on hand for travel, good snack, helps with people that need something to take with routine medicine!",5.0
Really tasty a fresh mix of quality with affordable pricing will order more,5.0
I enjoyed this snack very much. Will definitely buy again.,5.0
This trail mix is delicious. Will be buying more. I like that it is a pack of 2.,5.0
"Although the bag was sealed and full, it only had almonds, raisins, and cranberries. It was completely missing yogurt, peanuts, dates, and cashews. If you're in the same boat, just get a refund under the ""wrong item"" option, unless you like all almonds.",1.0
"This yogurt trail mix is tasty, but the delivery was disappointing. It was delivered during a warm spell, and all the yogurt pieces melted. The only way to avoid this is not to order these when it will be hot in your area.(But there wasn't a lot of yogurt in there anyway, so if the main reason you're ordering this is because you want yogurt, you might want to reconsider.)",3.0
"I have tried several of the Happy Belly Trail Mixes with good results. The Yogurt Trail Mix seems too bland to Me-there are several ingredients that should make it appealing such as Dried Cranberries which have a strong flavor normally but in this particular mix the Raisins seem to overide the Cranberry Flavor. The mix seems lacking to Me, probably won't purchase again. Best, PawPaw C",3.0
"Balloons were so hard to inflate because of the valves.  Couldn't even get a straw into some.  They kept popping as soon as I touched them.  The ones that I was able to blow up and inflate were dead the next day except 1 of them, which is still inflated from 4 days ago.  I would not buy these again as the mylar/foil is too thin!  I stopped even trying after trying to inflate 8 of them and only 3 of them ssemi made it to the garland!",1.0
Used for a VBS candy garland and worked well and made the piece come together,5.0
These are super cute!! Sadly they did not hold the helium or even just air. They ended up looking very sad and lackluster.,2.0
I bought these for my daughter’s candyland themed birthday party and they looked amazing! I used a little electric air pump and they blew up great. So nice you just press and seal them. Great quality. Great product.,5.0
"Out of the entire package only half were actually able to be blown up,  the other half were sealed in such a way we could not get helium in them.",1.0
"I am conflicted on how to review these balloons.  A straw for inflation would be a helpful addition to the packaging, for sure.  The round balloons inflated very easily and looked nice.  The balloons shaped like candy in a wrapper were more than difficult…one finally inflated but didn’t stay that way.  The others shaped like that wouldn’t even inflate.  For the price, we were still in good shape.  However, we were left in a bit of a mess because we had planned to use all 21 and could not. My best advice is to know when purchasing that up to a third might not inflate and have a Plan B or purchase a different bundle.",3.0
Used these for a candy land balloon swag. They worked great. If you're very careful you can deflate and use again.,5.0
"Did you know you can fill these over and over?  Just stick the straw in and blow up again!  These are one of my kids' favorite toys after my daughter's birthday party.  Not all made it, but some are still around a month later.",5.0
I liked the price. They are super cute only 12 made it out of the whole pack. They were too easy to puncture.,3.0
I have mixed emotions about this product. These balloons were very hard to blow up. Not sure if they were defective or what but no one could get them to hold air or is it even get air in the balloons?,3.0
One of our favorite snacks,5.0
They were great exactly what I expected not broken packaged very well... fresh and yummy,5.0
My husband loves breadsticks. They are very hard to find in the store. These are great!,5.0
"Was going to use for an Italian dinner display/decoration, but all but 9 were broken. Taste is good, but I wasn’t looking for a bunch of tiny 3” broken breadsticks.",2.0
"WE HAVE BEEN LOOKING FOR TASTY & THIN BREADSTICKS AND HAVE FOUND THEM IN THIS ITEM!  I EAT THEM AS A SNACK, AND THEY GO GREAT WITH MEALS ALSO.",5.0
So dissapointed with this order.  Thin breaksticks all were broken in small pieces. Taste was good but not at all what I had wanted.,1.0
I was short shipped 11 boxes,1.0
The small size,5.0
Flavor was fresh. However I was unable to use on cheese board I took to a large party because they were broken up.,5.0
Please call me ASAP I’ve been trying for an hour,1.0
I eat gluten free and these are my favorite go to snack. Always fresh and fulfilling,5.0
Tasted but definitely not xtra large,2.0
"Fresh, salty, peanuts",5.0
Muy bueno,5.0
Delivered as ordered.,5.0
If these are super extra large I would hate to see what the small ones are like.,1.0
"Best, freshest, crunchiest peanuts.  Good price and delivered quickly.  Will buy again.",5.0
"These are the best peanuts on the market.  Very big, very delicious and good price.",5.0
"Pretty good, but too much SALT!",4.0
"These are tasty but not as described, they are medium at best. Not super Crispy nor do they have the crunchy crispy blister texture that true XL Virginia Peanuts Have.",3.0
"I like these because they:1. Are only a few ingredients.2. Have no preservatives/fillers/artificial ingredients.3. Are not made with/by equipment that makes other things.4. Are packaged in small quantities.5. Last a long time if not opened.I buy them every month, and place a few in my backpacks, by my bed, etc. Very happy with this product and its price.",5.0
"The cashew cookie is my favorite variety (peanut butter cookie is a close second). Recommended by my dietician, as I try to limit grains and starches in my diet (specific carbohydrate diet). A little pricey but I’ll continue to buy these.",5.0
Here's another favorite item. This brand has enough product-options filled with only healthy ingredients to keep me returning time and again. Recommended.,5.0
These are gluten free larabar  bars which are very good and nutritious.,5.0
Trying to eat better stuff w allergies isn't easy but some of these make it Lil easier lol,5.0
"Kind of a stretch calling these ""cashew cookie"" but they taste okay. I got them to throw in my purse on days where I go take care of my dad. They make a good snack.",4.0
I'm addicted to these. I literally always have some on hand. I love the flavor. I'll be buying these until they don't exist anymore or until I die. I just wish they were more affordable. The packages with more bars is a much better deal,5.0
If you love dates you’ll enjoy these.. they were soft and fresh but I felt like I was just eating a date bar.. Ilove cashews but these just didn’t do it. The dates overpower the cashews.,2.0
"Just Dates and Cashews, what could be simpler.  I like the taste and the texture.No added sugar.from a small business supplier.",5.0
"The price is rock bottom.  Once in awhile I will see this brand on sale in supermarkets for $1.25 each but nothing as low as Amazon's Subscribe and Save.The taste is a generic fruit nut bar.  Fresh and wholesome with a nice chewy texture.  I like to keep a couple in my purse for when I'm out doing errands and get ""Hangry"" with low blood sugar and don't have time to stop and eat a meal.BTW - Lara SOLD OUT and now this company is owned by a behemoth transnational corporate cartel junk food manufacturer.  On a positive note the ingredients have not changed and no change in quality with the new corporate owners.It is a tasty, chewy typical fruit nut bar - nothing remarkable but a great price and ROCK BOTTOM compared to all the grocery stores, convenience stores that sell it nationwide.I don't buy this item a lot because the packaging is that foil plastic stuff that cannot be recyled and winds up in oceans plastic gyre.  It is a nice little snack at a great price and flavorful with a fresh natural taste BUT really if truth be told I prefer to eat a couple of raw organic nuts with some dates or raisins for a treat.",3.0
Hard as rocks.  Chipped a tooth on this so called food.,1.0
I would not recommend. These were soaked overnight and when cooked for hours they are haven't really softened like other brands of chickpeas.,1.0
Taste great and good texture.,5.0
I feel better about reducing pesticides when possible - seems to be a good value. I use in soup for added fiber.,5.0
I’ve been making hummus from them and it’s amazing!,5.0
Recently went vegan so chickpeas are now a staple in my home. Fresh. Delicious. Affordable. 100% recommended! Great to by in bulk to reduce waste.,5.0
"I am  bean eater first class, ha. Love my legumes of ALL types. I have a few pounds of these on hand now, tastes wonderful alone, mixed with other types and to humus. YUPIK is my go to sources for all my bean types for a while now. NEVER disappointed and all taste great. They are a great value-low cost, also.",5.0
They don't look like chickpeas nor smell like chickpeas!!  Had to throw the whole bag out!  Beware!,1.0
"5 star always order chi kpeas, pistachio,  almonds, chocolate almonds, and more 5 star",5.0
Great for what ever you want to make and it is in a resealable bag.,5.0
Love it perfect gift idea,5.0
Everything lasted awhile and it had a lot of different things.,5.0
"In one of the answers the size is stated as 18x8x8. Not even close. The height is 13"". Very misleading. Will never order this again.",1.0
"I specifically got this for the Madelaines pictures and listed in the items that this contains. It had no Madelaines. This was super disappointing as that was what I wanted most. Otherwise, the other stuff was decent even though many of them were not as listed in the description.",3.0
"I bought this for my aunt in Vegas. She was astonished at how beautiful it was. She said she was afraid to open it, it's so pretty.  :)  She finally did, and said the assorted goodies were very tasty!",5.0
"This made a nice gift for a friend going through chemo. Her appetite hasn't been great and here was a nice variety for her to choose from. Unfortunately, it arrived in a crushed box and several of the items were crumbled or crushed. She still enjoyed it, but I was disappointed in the appearance.",4.0
"I would not recommend this item.  Chocolate was grey and old.  The cookies were all broken.  The other stuff was ok, but disappointing when its a gift.",2.0
My family loved this gift. Very delicious and fresh.,5.0
Looked okay design wise. Had a big lean because it came with the bottom box ripped.They shipped it well but when opened it came damaged. Disappointing that it seems like they choose to ship an item of this quality.,1.0
I ordered this tower as a gift for my daughter and the message was not with the package.  I’m so disappointed.,3.0
Grandkids love them.,5.0
"Brought back so many memories... I just wish I could order a bag without the vanilla ones, because no one likes vanilla",5.0
Taste great ! Good price !,5.0
Cery happy with the product,5.0
I love them,4.0
For my grandson.  He absolutely loved them,5.0
I ate it,5.0
Value for the money,5.0
yummy,5.0
"Well packed, quick delivery, fresh and fruity just like I remember.",5.0
There good if u like starbursts and watermelon pink lemonade and two others with them. You'll love these then.,5.0
These were offered at the best price I could find. My nonverbal autistic grandson will only eat the Starburst duos so we use them as rewards or when he has a meltdown. Since they aren’t available in stores anymore I was thrilled to find them at this business. We’ve tried every other kind of Starbursts but only the duos work for him. Thank you!,5.0
Can’t keep these in my candy dish at the office! Coworkers are like seagulls!!,5.0
Well worth the money that was spent.,5.0
These are our favorite candy and this is a great price.,5.0
"These candies were stale, hard and old with a funky taste. The expiration date is 4/2023; and we know they put 2-3 years out expiration on candy, which means these were probably made several years ago and are not fresh. From sitting in the warehouse, they’ve gotten hard and crunchy, inedible. Unable to return due to food  item, however CS helped me with a refund. Just buy at Target or similiar, these ARE NOT GOOD.",2.0
"Description says qty 6 of a 12 oz bag, but only recieved 1.  Figured if candy is $21 then the quantity has to be 6, but appears to just be misleading.",1.0
lasted a long time and tasted great,5.0
"i did not know i was going to receive more than one, i expected one big bag but was very happy with what i received.",5.0
"I joked a bit with the title. These are freakin delicious. My gf introduced them to me after these bi-fruity delights had their run with the general public and were then discontinued for some reason. So, with the duo's still melting in my jaws, I scoured the web. My realization was the truth that they truly have been discontinued.. not many packages exist.Personally, I haven't really scavenged for rarities or obsessed over expired things until now. My gf loves these starburst duos, but she doesn't know that I am also I love with them. While she was searching for them online I heard her say ""wha? YummyStarburstDuo dot com is out!?"" Yes hun, they're gone from this earth ;)So, I have been buying these whenever we are down to a few bags left and it makes me seem like the hero and good bf for finding more of these as they become available.I want to buy the rest of the existing bags from Amazon. But, I also believe others should try starburst duos. Maybe we can band together to create a petition to ask starburst execs to allow another release of starburst duos.",5.0
"The packaging itself was nice, but the items in there it wasn’t that great. There wasn’t that much sweets or chocolate in there. There was only one bag of nuts and for the price you really don’t get that much stuff you’re better off, making your own basket it will cost you less because items in even high-quality",2.0
"I ate before could take picture. Ordered for me and a friend so we got 2 one sent to there house. We both liked the different little treats and the bag is cool it comes in , my daughter uses as a purse. I recommend!",5.0
It was a wonderful surprise! Full of great snacks & sweet trests! Highly recommend this!,5.0
"Was packaged well in the box, looks great. Bought it for a Mother’s Day gift. Will update once fully opened and taste tested",4.0
Sent to my sister as a thank you gift. She loved it. Wide variety of stuff inside. Nice leather basket that she planed on using for her crochet work when emptied. 5 out of 5 stars.,5.0
Perfect,5.0
"I got this as a surprise for my neighbour who looks once in a while over our koi carp pond when we are away and I could see the box being delivered (as the delivery guy also brought a new order to us): the box did not look very big, just medium and more long as opposed to square, so I guess everything was packed in their boxes inside in an organised manner.The neighbour thanked us for the surprise, so not sure if they were honestly pleased or just polite.I know, I am too nice sometimes - well, all the time.",5.0
"The gift basket in the picture, which made me order this product, had less items and not the items that I wanted as shown. Very, VERY disappointed!!",1.0
My husband absolutely loved this. He is a snacker and loves this types of stuff. Worth the price and smile on his face. He hasn't ate all of it yet but he is really liking it all so far,5.0
Best Gift I've ever sent.  The Italian Gift Basket!Everything Rates 5 stars here,5.0
Love this Pop Secret!,5.0
"I have a hard time finding the 100 calories popcorn so was thrilled to find it on amazon. However, the bags only pop less that 50% and that seems to be pretty consistent across multiple boxes.",1.0
"Movie night just got easier, everyone can have their own bag with Pop Secret Popcorn snack size.",5.0
"This was my favorite popcorn. I was so thrilled that a major brand make a good product I loved and felt good about buying as a treat for my kids.UPDATE: DON'T be fooled I'm very salty (sorry for the pun) and upset that this product recently went out of stock & was changed with new ingredients & different logo box so check before you you order & get the new kind. The box looks different & states  ""New better Butter Flavor"" and the new package now clearly says 'natural & artificial flavors' YUCK. I will no longer be buying homestyle from Pop Secret due to their terrible digression from an all natural healthier product just for they're bottom line. Sigh. Maybe they will bring it back?! In the meantime I'm on the search for the OLD product until it's sold out. 😭",5.0
"My favorite popcorn flavor is homestyle! It is light, salty, and fresh. Great price for 12 bags. Highly Recommend!",5.0
Arrived not my mail but by DoorDash from Walmart ??? It was strange and the doordasher was also confused when I said I didn’t order door dash but it all arrived and tastes good lol,5.0
Good enough to share with friends. Wonderful large popped corn and good flavor. Not too salty or over flavored,5.0
Best microwave popcorn ever had. Maybe one kernel didn’t pop..,5.0
"This is exactly what you get in the store. It's just convenient that it comes right to your door!! Definitely would recommend it. Homestyle is my favorite flavor. Not too salty and not too buttery, but perfectly in the middle :)",5.0
"I've ordered this multiple times, but this time it showed it as ""homestyle butter"" in the package. Is this a re-brand and it's the same flavor? Or is it a new flavor. I like homestyle. It's the only popcorn I eat so I want to return it if it truly is a new flavor so I'm not opening the boxes.",4.0
I love this popcorn and the prices is fantastic! Best bargin for sure!,5.0
"First of all, I didn't think I'd ever get the bag open. I came very close to having to get scissors. What's with the super tight seal that is next to impossible to pull apart?Secondly, after all that work to get the bag open, I was very disappointed in the taste. Not very good. It is dry and almost has a burnt taste to it. I did not like it at all.  I put the rest of the bag out for the squirrels.I am used to Skinny Popcorn. It has an almost movie theatre taste and is still lite. And the bags are easier to open.",1.0
"Bland. Taste like ""packing peanuts"", even when salt/butter flavoring added.",1.0
Got these for guiltless snacks. Mission accomplished! Plus the popcorn is delicious. Great for movie night Croft up in a blanket (and in full control of the remote).,5.0
"Completely tasteless popcorn, and now I find out it's not returnable.  What a waste of money.",1.0
Tiny broken little pieces filled the entire bag.What a shame this used to be very good popcorn.Wanted to see if it was just this one bag & purchased anouther bag at grocery store and same thing won't buy this anymore.,2.0
Great flavor for the money,5.0
Delish as always !!,5.0
Heathy snack that taste great. Doesn’t get better then that.,5.0
Needs flavor,1.0
"My husband popped one into his mouth as a joke, whole roll, and realized it was strawberry because neither of us will touch it. Hence the BTD only order. Well, so far the entire box, labeled as BTD on the outside was all STD. The wrappers all label it as Strawberry Tie Dye.EDIT: NEW 1 STAR RATING3 Boxes labelled Berry Tye Dye have turned out to be *entirely* Strawberry Tye Dye. Already opened the others to check, and while 1 box is currently MIA, that is just Not Okay.",1.0
"I'm not sure if it was a manufacturer error or not, but most of the boxes I got only contained the strawberry flavor (which no one in my house likes). We ended up having to throw away most of it.",2.0
Great priced and kids love them...,5.0
Glad I found these on here❗ this should be a year's supply 😀,5.0
These are a better value than the same product in store. Smaller in size than the traditional snacks. Enough in each box for classrooms,5.0
Nice sweet gushers were not melting👌 & fruit by the foot was not smudge & smashed the roll ups was not slammed none of them where bad quality or condition 5/5 and nice packaging 🥳⭐️⭐️⭐️⭐️⭐️,5.0
Again I could not take any pictures this was a gift for my sonSincerely Wendy Norton,5.0
Good variety pack the price was practically unbeatable.  Fresh,5.0
These are my  favorite healthy chips.,4.0
Taste good-sometimes wish they were bigger but then I’d be eating too much🙄,3.0
The description says a 60-90 day shelf life. The ones I was sent had a 30 day shelf life. I expected a fresher product based on what the description promised so these are going back. Next time I’ll pay more to buy somewhere I can see the best by date before buying so I don’t have to waste my time on a return.,2.0
Yum.,5.0
"This chips are real cool you get three different kinds, l love it and 40 of them in a box so we have chip to eat for 12  Oclock meal.",5.0
I love sunchips and was happy to find this deal. A few of our garden salsa chips had no seasoning but because of where we are located it was more of a hassle to try to return them. The rest of the chips were great.,4.0
Great price,5.0
Always been a fan of the SunChips brand since I was a kid getting it with my Subway sandwhich as . Glad I found a 40-pack for an amazing price ! Contents came fresh and taste as perfect .,5.0
"Great price, fast shipping, fresh & tasty. Delivered perfectly packaged with no damage. Thank you!!",5.0
Just the right snack size and good flavors.,5.0
They did not taste really fresh,1.0
"MOST (95%) of the pecans were very fresh and flavorful. Unfortunately a significant amount, at minimum 5%, were rancid. Rancid means the oils are oxidized, and although NOT harmful, the taste is bad. Since, rancid or fresh, they all look alike one can never tell until you bite into it. Someone mixed an old batch with a new crop and thereby compromised the whole lot. Shame on you!  I will buy pecans from Happy Belly again because maybe it was a one time accident, and the good ones were very good, but if ANY are rancid in the next purchase, that will be FINIS!",2.0
👍⭐⭐⭐⭐⭐👍,5.0
"I can not eat too many type of nut, but pecans are one I can, so picked these up in the salted and non-salted versions to try. Obviously the salted ones taste better at first, but after eating them both for a while I actually prefer the non-salted now. They flavor comes through a lot more and these are some pretty tasty nuts. I have bought them a few times now and for the most part they have been pretty fresh...my most recent bag  were very fresh. But it is a little bit of a crap shoot although I have not had any stale ones yet...so thumbs up there. For the most part the bags usually have mostly good size chunks versus a lot of crumbles - but again that can vary.Over all though the Happy Belly are a good quality brand of pecans and I have tried a few....some even more expensive. You get a good amount (16oz) too for the money - compared to a grocery store at least. Very pleased with these pecan nuts and will definitely be buying more.",5.0
"The pecans were fresh, large pieces, & very good flavor.",5.0
I love pecans but they can be expensive! Happy Belly has reasonable prices.  These pecans where great right out of the bag for snacking,5.0
"These Happy Belly pecans were very good, fresh tasting, and large pieces. Some were broken but there were enough whole ones to use for decorating cakes etc. I’ve put them on automatic reorder on Amazon “subscribe and save.”",5.0
Perfect for baking or use in trail mix! Also good bye themselves as a snack.,5.0
I love amazon products as always. These pecans were fresh and tasty. Would reccomend,5.0
There isn't much more to say when something is fresh & tastes good. I removed these from the bag & have stored in glass jar in fridge since nut oils stay fresher that way. Good taste. Convenient.,5.0
DO NOT WASTE YOUR MONEY POPCORNERS MUCH BETTER TASTING,1.0
"Amazing taste, just a little pricey",5.0
"bag was open when it arrived,, and couldnt get a refund or replacement",1.0
"The product itself is good. The price is horrendous (and I won't buy it again.) But worse, it was packaged with heavy items and the bag opened and spewed chips all over the interior of the shipping box. No returns or refunds available, so that was a complete waste of money.",1.0
I freaking LOVE these chips! Yo I bought them at my grocery store as just something new to try. Omg I ate them all till my stomach hurt lol. Went back to store to get more they were gone. I can’t find them anywhere now but here! Please don’t stop making them. They are so good. They are sweet from the sweet potato but super salty. Yum you should try them.,5.0
"We order these biweekly and look forward to eating them as a snack or with sandwiches.This delivery, however, was damaged when Amazon packaged them in a box of cat food.",5.0
"These chips are so delicious! They have a nice solid crunch, not TOO salty, and are very filling. At $4 a bag, they were a little pricey but worth it because of the flavor and minimal ingredients. However, I had to cancel my subscription because $8/bag is absolutely outrageous. Very disappointing.",5.0
These are surprisingly tasty and probably healthy too!,5.0
I love these sweet potato chips.Excellent with guacamole dip!,5.0
Pricey but the only chip I like with my spinach dip. They were fresh but the bags were small for the price. I wish Winn Dixie carried them.,5.0
These taste really good. It’s a great snack if you have a sweet tooth. I also like the chocolate flavor.,5.0
Not a fan of these at all. Very bland flavor and super sticky. Just a bad version of rice Krispy treats,2.0
I love this product,5.0
Love these! The strawberry ones are great too. Perfect craving satisfier for a Rice Krispie treat,5.0
Good vegan replacement for Rice Krispies Treats. I take a few of these with me for my long runs. Eating real food has been a better experience than the weird goo that most runners use. They're a little fluffy and sometimes I'll try and pack them down so they are easier to eat on the go.,5.0
I'm gluten free and I like this brand but these were so gross that even my kids wouldn't eat them and they have been dying for a GF rice krispee. They just taste off. Not good.,1.0
This is a good snack option for the whole family.,5.0
I bought these due to the NO NUT advertising which was great for me and my kids and we’re all allergic. This product has Pea Protein in it which is related to peanuts! I had to give this away as we can not consume anything with pea protein. Please evaluate your nutrition and ingredients.,2.0
"You know those foods that taste a bit too healthy? This is one of them. You're thinking ""vanilla rice krispy treat"" and you get ""dense, wheatgrass rice cake""",1.0
Delicious! Tastes like the rice crispy treats my mom made when I was a kid. Will keep ordering,5.0
"Good wafer bar, nice & light, not too sweet but leaves a bit of an after taste.",5.0
Not a fan of the flavor of these.,3.0
"I have been losing weight and so far, I lost 91 pounds! This bar, really helps when you are looking for something sweet without all the carbs this is the bar!",5.0
I like the peanut butter ones the best. I'm a fan of wafer cookies. If you're watching your sugar intake these fit the bill,5.0
"Texture is pasty, not worth all those calories.",1.0
Tasty high protein snack. Good texture.,5.0
I like the peanutbutter better than chocolate the filling in chocolate is not great but it's chocolate.....which I crave on keto,4.0
"These are delicious! I bought these because I thought they were keto friendly, but they aren’t so I won’t be buying them again. But these are amazing otherwise",5.0
These are so good!,5.0
A nice treat every now and then.,5.0
it works,5.0
Love these.  They are a little cheaper then if you buy them in the store and they come to your house...how handy,5.0
If you can’t find these in the store…buy them here. They are whole grain and low sodium with all the flavor. (more expensive than in store),5.0
too many boxes in package.,4.0
A healthy and tasty snack,4.0
"Great with soup, snacks with cheese or just alone. Slight sweet taste.",5.0
"I put these on a subscribe and save, they go perfect with humus",5.0
My kids love these and for a pack of 6 boxes it was a great buy at the time.,5.0
"I'm on a low sodium diet due to my kidneys, so I'm always on the lookout for items I can eat that won't land me in the urologist's office.",5.0
Nice snack.,5.0
It's a big bag for the price,5.0
"Look here everyone. I know, I know we aaaall love this candy. But I mean, Come on. If you've ever wanted to rot your teeth faster, If you've ever wanted to stain your teeth faster, If you've ever wanted to break of small pieces of your teeth faster.... well... that's what this candy does. Yes, It's amazing. But it is NOT worth you're beautiful perfect teeth over. So please, take this as a friendly, super friendly reminder. To Stop buying candy. Okay?. Now, that being said. I ate the whole bag",4.0
"The candy was fresh, and neatly packed but it wasn’t what I expected for my tastebuds. Didn’t like them but there was nothing wrong with them. Just personal preference",3.0
Great tartness. Love the filling. Wish they were a little smaller. I usually break them in half,5.0
"super good and a great snack to put in your car, room or pantry for kids",5.0
Taste great.  Sweet and spicy.,5.0
This is the best candy ever.  HOWEVER the super long delivery is UNACCEPTABLE and I will be finding another source for this.,5.0
Did not like the product because it is artificial and it is not what I thought the only sad thing is that I can’t send it back thanks for hearing me out Daniel,1.0
My favorite candy,5.0
Taste terrible,1.0
Útiles para una diets,5.0
"I love these KIND cranberrry bars, but not when stale.  The oil in them has degraded, so they taste like stale oil.  Cannot return though!",1.0
Its giving Almond Joy 😊.,5.0
Almonds & Coconut- it’s slightly chewy and since it’s a combination of two of my favorite foods -I’m a happy camper!  So delicious I Restrain myself to 2 bars per week. 💕,5.0
A snack,5.0
Good snack,5.0
